"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameGenreComparatorMongeElkan record1Value","[1] GameGenreComparatorMongeElkan record2Value","[1] GameGenreComparatorMongeElkan record1PreprocessedValue","[1] GameGenreComparatorMongeElkan record2PreprocessedValue","[1] GameGenreComparatorMongeElkan similarity","[1] GameGenreComparatorMongeElkan postproccesedSimilarity","[2] GameNameComparatorLowerCaseJaccard record1Value","[2] GameNameComparatorLowerCaseJaccard record2Value","[2] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard similarity","[2] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[3] GameNameComparatorLevenshtein record1Value","[3] GameNameComparatorLevenshtein record2Value","[3] GameNameComparatorLevenshtein record1PreprocessedValue","[3] GameNameComparatorLevenshtein record2PreprocessedValue","[3] GameNameComparatorLevenshtein similarity","[3] GameNameComparatorLevenshtein postproccesedSimilarity","[4] GameNameComparatorJaccard record1Value","[4] GameNameComparatorJaccard record2Value","[4] GameNameComparatorJaccard record1PreprocessedValue","[4] GameNameComparatorJaccard record2PreprocessedValue","[4] GameNameComparatorJaccard similarity","[4] GameNameComparatorJaccard postproccesedSimilarity","[5] GamePlatformComparatorMongeElkan record1Value","[5] GamePlatformComparatorMongeElkan record2Value","[5] GamePlatformComparatorMongeElkan record1PreprocessedValue","[5] GamePlatformComparatorMongeElkan record2PreprocessedValue","[5] GamePlatformComparatorMongeElkan similarity","[5] GamePlatformComparatorMongeElkan postproccesedSimilarity","[6] GamePublisherComparatorLevenshtein record1Value","[6] GamePublisherComparatorLevenshtein record2Value","[6] GamePublisherComparatorLevenshtein record1PreprocessedValue","[6] GamePublisherComparatorLevenshtein record2PreprocessedValue","[6] GamePublisherComparatorLevenshtein similarity","[6] GamePublisherComparatorLevenshtein postproccesedSimilarity","[7] GamePublisherLJaccard record1Value","[7] GamePublisherLJaccard record2Value","[7] GamePublisherLJaccard record1PreprocessedValue","[7] GamePublisherLJaccard record2PreprocessedValue","[7] GamePublisherLJaccard similarity","[7] GamePublisherLJaccard postproccesedSimilarity","[8] GameReleaseComparatorExactYear record1Value","[8] GameReleaseComparatorExactYear record2Value","[8] GameReleaseComparatorExactYear record1PreprocessedValue","[8] GameReleaseComparatorExactYear record2PreprocessedValue","[8] GameReleaseComparatorExactYear similarity","[8] GameReleaseComparatorExactYear postproccesedSimilarity","[9] GamePlatformComparatorJaccard record1Value","[9] GamePlatformComparatorJaccard record2Value","[9] GamePlatformComparatorJaccard record1PreprocessedValue","[9] GamePlatformComparatorJaccard record2PreprocessedValue","[9] GamePlatformComparatorJaccard similarity","[9] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","DBpedia_Video_Game_641","VG_Sales8911","0.9619482496194824","1","","","","","0.0","0.0",", Fighting game, ",", Fighting, ",", Fighting game, ",", Fighting, ","0.9743589758872986","0.9743589758872986","battle stadium d.o.n","battle stadium d.o.n","battle stadium d.o.n","battle stadium d.o.n","1.0","1.0","Battle Stadium D.O.N","Battle Stadium D.O.N","Battle Stadium D.O.N","Battle Stadium D.O.N","1.0","1.0","Battle Stadium D.O.N","Battle Stadium D.O.N","Battle Stadium D.O.N","Battle Stadium D.O.N","1.0","1.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Namco Bandai Games, ",", Namco Bandai Games, ",", Namco Bandai Games, ",", Namco Bandai Games, ","1.0","1.0",", namco bandai games, ",", namco bandai games, ",", namco bandai games, ",", namco bandai games, ","1.0","1.0","2006-07-20T00:00","2006-01-01T00:00","2006-07-20T00:00","2006-01-01T00:00","1.0","1.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_11276","VG_Sales7730","0.21212121212121213","1","","","","","0.0","0.0",", Survival horror, , Third-person shooter, ",", Shooter, ",", Survival horror, , Third-person shooter, ",", Shooter, ","0.7960317432880402","0.7960317432880402","zombie army trilogy","zombie army trilogy","zombie army trilogy","zombie army trilogy","1.0","1.0","Zombie Army Trilogy","Zombie Army Trilogy","Zombie Army Trilogy","Zombie Army Trilogy","1.0","1.0","Zombie Army Trilogy","Zombie Army Trilogy","Zombie Army Trilogy","Zombie Army Trilogy","1.0","1.0","PlayStation 4","PlayStation 4","PlayStation 4","PlayStation 4","1.0","1.0",", Rebellion Developments, , Sold Out Sales & Marketing, ",", Rebellion Developments, ",", Rebellion Developments, , Sold Out Sales & Marketing, ",", Rebellion Developments, ","0.4642857142857143","0.4642857142857143",", rebellion developments, , sold out sales & marketing, ",", rebellion developments, ",", rebellion developments, , sold out sales & marketing, ",", rebellion developments, ","0.3333333333333333","0.0","2015-03-06T00:00","2015-01-01T00:00","2015-03-06T00:00","2015-01-01T00:00","1.0","1.0","playstation 4","playstation 4","playstation 4","playstation 4","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_3808","VG_Sales7217","0.9619482496194824","1","","","","","0.0","0.0",", Graphic adventure game, , Interactive movie, ",", Adventure, ",", Graphic adventure game, , Interactive movie, ",", Adventure, ","0.8278644323348999","0.8278644323348999","the walking dead: season two","the walking dead: season two","the walking dead: season two","the walking dead: season two","1.0","1.0","The Walking Dead: Season Two","The Walking Dead: Season Two","The Walking Dead: Season Two","The Walking Dead: Season Two","1.0","1.0","The Walking Dead: Season Two","The Walking Dead: Season Two","The Walking Dead: Season Two","The Walking Dead: Season Two","1.0","1.0","PlayStation 3","PlayStation 3","PlayStation 3","PlayStation 3","1.0","1.0",", Telltale Games, ",", Telltale Games, ",", Telltale Games, ",", Telltale Games, ","1.0","1.0",", telltale games, ",", telltale games, ",", telltale games, ",", telltale games, ","1.0","1.0","2013-12-17T00:00","2014-01-01T00:00","2013-12-17T00:00","2014-01-01T00:00","0.5","0.5","playstation 3","playstation 3","playstation 3","playstation 3","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_11680","VG_Sales458","0.9619482496194824","1","","","","","0.0","0.0",", Action role-playing game, , Third-person shooter, ",", Role-Playing, ",", Action role-playing game, , Third-person shooter, ",", Role-Playing, ","0.8044444501399994","0.8044444501399994","mass effect 3","mass effect 3","mass effect 3","mass effect 3","1.0","1.0","Mass Effect 3","Mass Effect 3","Mass Effect 3","Mass Effect 3","1.0","1.0","Mass Effect 3","Mass Effect 3","Mass Effect 3","Mass Effect 3","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2012-03-06T00:00","2012-01-01T00:00","2012-03-06T00:00","2012-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_24853","VG_Sales116","0.9619482496194824","1","","","","","0.0","0.0",", Action-adventure, , Third-person shooter, ",", Action, ",", Action-adventure, , Third-person shooter, ",", Action, ","0.8850000023841857","0.8850000023841857","uncharted 3: drake's deception","uncharted 3: drake's deception","uncharted 3: drake's deception","uncharted 3: drake's deception","1.0","1.0","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","1.0","1.0","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","Uncharted 3: Drake's Deception","1.0","1.0","PlayStation 3","PlayStation 3","PlayStation 3","PlayStation 3","1.0","1.0",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ","1.0","1.0",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ","1.0","1.0","2011-11-01T00:00","2011-01-01T00:00","2011-11-01T00:00","2011-01-01T00:00","1.0","1.0","playstation 3","playstation 3","playstation 3","playstation 3","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_13738","VG_Sales12506","0.9619482496194824","1","","","","","0.0","0.0",", Ten pin bowling, ",", Sports, ",", Ten pin bowling, ",", Sports, ","0.8037037054697672","0.8037037054697672","brunswick circuit pro bowling","brunswick circuit pro bowling","brunswick circuit pro bowling","brunswick circuit pro bowling","1.0","1.0","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","1.0","1.0","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","Brunswick Circuit Pro Bowling","1.0","1.0","Nintendo 64","Nintendo 64","Nintendo 64","Nintendo 64","1.0","1.0",", THQ, ",", THQ, ",", THQ, ",", THQ, ","1.0","1.0",", thq, ",", thq, ",", thq, ",", thq, ","1.0","1.0","1998-09-29T00:00","1999-01-01T00:00","1998-09-29T00:00","1999-01-01T00:00","0.5","0.5","nintendo 64","nintendo 64","nintendo 64","nintendo 64","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_11113","VG_Sales491","0.9619482496194824","1","","","","","0.0","0.0",", Party game, , Rhythm game, ",", Puzzle, ",", Party game, , Rhythm game, ",", Puzzle, ","0.7022222280502319","0.7022222280502319","warioware: smooth moves","warioware: smooth moves","warioware: smooth moves","warioware: smooth moves","1.0","1.0","WarioWare: Smooth Moves","WarioWare: Smooth Moves","WarioWare: Smooth Moves","WarioWare: Smooth Moves","1.0","1.0","WarioWare: Smooth Moves","WarioWare: Smooth Moves","WarioWare: Smooth Moves","WarioWare: Smooth Moves","1.0","1.0","Wii","Wii","Wii","Wii","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2006-12-02T00:00","2006-01-01T00:00","2006-12-02T00:00","2006-01-01T00:00","1.0","1.0","wii","wii","wii","wii","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_2970","VG_Sales6049","0.9619482496194824","1","","","","","0.0","0.0",", Tactical shooter, ",", Shooter, ",", Tactical shooter, ",", Shooter, ","0.8005952338377634","0.8005952338377634","operation flashpoint: red river","operation flashpoint: red river","operation flashpoint: red river","operation flashpoint: red river","1.0","1.0","Operation Flashpoint: Red River","Operation Flashpoint: Red River","Operation Flashpoint: Red River","Operation Flashpoint: Red River","1.0","1.0","Operation Flashpoint: Red River","Operation Flashpoint: Red River","Operation Flashpoint: Red River","Operation Flashpoint: Red River","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Codemasters, ",", Codemasters, ",", Codemasters, ",", Codemasters, ","1.0","1.0",", codemasters, ",", codemasters, ",", codemasters, ",", codemasters, ","1.0","1.0","2011-04-21T00:00","2011-01-01T00:00","2011-04-21T00:00","2011-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_18678","VG_Sales6093","0.9619482496194824","1","","","","","0.0","0.0",", Platform game, ",", Platform, ",", Platform game, ",", Platform, ","0.9743589758872986","0.9743589758872986","spyro: a hero's tail","spyro: a hero's tail","spyro: a hero's tail","spyro: a hero's tail","1.0","1.0","Spyro: A Hero's Tail","Spyro: A Hero's Tail","Spyro: A Hero's Tail","Spyro: A Hero's Tail","1.0","1.0","Spyro: A Hero's Tail","Spyro: A Hero's Tail","Spyro: A Hero's Tail","Spyro: A Hero's Tail","1.0","1.0","GameCube","GameCube","GameCube","GameCube","1.0","1.0",", Vivendi Games, ",", Vivendi Games, ",", Vivendi Games, ",", Vivendi Games, ","1.0","1.0",", vivendi games, ",", vivendi games, ",", vivendi games, ",", vivendi games, ","1.0","1.0","2004-11-09T00:00","2004-01-01T00:00","2004-11-09T00:00","2004-01-01T00:00","1.0","1.0","gamecube","gamecube","gamecube","gamecube","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_12258","VG_Sales4598","0.9619482496194824","1","","","","","0.0","0.0",", Strategy video game, ",", Simulation, ",", Strategy video game, ",", Simulation, ","0.840350886185964","0.840350886185964","horsez","horsez","horsez","horsez","1.0","1.0","Horsez","Horsez","Horsez","Horsez","1.0","1.0","Horsez","Horsez","Horsez","Horsez","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2006-10-26T00:00","2006-01-01T00:00","2006-10-26T00:00","2006-01-01T00:00","1.0","1.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_6825","VG_Sales4531","0.9619482496194824","1","","","","","0.0","0.0",", Real-time strategy, ",", Strategy, ",", Real-time strategy, ",", Strategy, ","0.8302469154198965","0.8302469154198965","command & conquer 3: tiberium wars","command & conquer 3: tiberium wars","command & conquer 3: tiberium wars","command & conquer 3: tiberium wars","1.0","1.0","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","1.0","1.0","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","Command & Conquer 3: Tiberium Wars","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2007-03-26T00:00","2007-01-01T00:00","2007-03-26T00:00","2007-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
