"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameNameComparatorMongeElkan record1Value","[1] GameNameComparatorMongeElkan record2Value","[1] GameNameComparatorMongeElkan record1PreprocessedValue","[1] GameNameComparatorMongeElkan record2PreprocessedValue","[1] GameNameComparatorMongeElkan similarity","[1] GameNameComparatorMongeElkan postproccesedSimilarity","[2] GameGenreComparatorMongeElkan record1Value","[2] GameGenreComparatorMongeElkan record2Value","[2] GameGenreComparatorMongeElkan record1PreprocessedValue","[2] GameGenreComparatorMongeElkan record2PreprocessedValue","[2] GameGenreComparatorMongeElkan similarity","[2] GameGenreComparatorMongeElkan postproccesedSimilarity","[3] GameNameComparatorLowerCaseJaccard record1Value","[3] GameNameComparatorLowerCaseJaccard record2Value","[3] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[3] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[3] GameNameComparatorLowerCaseJaccard similarity","[3] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[4] GameNameComparatorLevenshtein record1Value","[4] GameNameComparatorLevenshtein record2Value","[4] GameNameComparatorLevenshtein record1PreprocessedValue","[4] GameNameComparatorLevenshtein record2PreprocessedValue","[4] GameNameComparatorLevenshtein similarity","[4] GameNameComparatorLevenshtein postproccesedSimilarity","[5] GameNameComparatorJaccard record1Value","[5] GameNameComparatorJaccard record2Value","[5] GameNameComparatorJaccard record1PreprocessedValue","[5] GameNameComparatorJaccard record2PreprocessedValue","[5] GameNameComparatorJaccard similarity","[5] GameNameComparatorJaccard postproccesedSimilarity","[6] GamePlatformComparatorMongeElkan record1Value","[6] GamePlatformComparatorMongeElkan record2Value","[6] GamePlatformComparatorMongeElkan record1PreprocessedValue","[6] GamePlatformComparatorMongeElkan record2PreprocessedValue","[6] GamePlatformComparatorMongeElkan similarity","[6] GamePlatformComparatorMongeElkan postproccesedSimilarity","[7] GamePublisherComparatorLevenshtein record1Value","[7] GamePublisherComparatorLevenshtein record2Value","[7] GamePublisherComparatorLevenshtein record1PreprocessedValue","[7] GamePublisherComparatorLevenshtein record2PreprocessedValue","[7] GamePublisherComparatorLevenshtein similarity","[7] GamePublisherComparatorLevenshtein postproccesedSimilarity","[8] GamePublisherLJaccard record1Value","[8] GamePublisherLJaccard record2Value","[8] GamePublisherLJaccard record1PreprocessedValue","[8] GamePublisherLJaccard record2PreprocessedValue","[8] GamePublisherLJaccard similarity","[8] GamePublisherLJaccard postproccesedSimilarity","[9] GameReleaseComparatorExactYear record1Value","[9] GameReleaseComparatorExactYear record2Value","[9] GameReleaseComparatorExactYear record1PreprocessedValue","[9] GameReleaseComparatorExactYear record2PreprocessedValue","[9] GameReleaseComparatorExactYear similarity","[9] GameReleaseComparatorExactYear postproccesedSimilarity","[10] GamePlatformComparatorJaccard record1Value","[10] GamePlatformComparatorJaccard record2Value","[10] GamePlatformComparatorJaccard record1PreprocessedValue","[10] GamePlatformComparatorJaccard record2PreprocessedValue","[10] GamePlatformComparatorJaccard similarity","[10] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","DBpedia_Video_Game_12988","Kaggle1_Video_Game_13427","0.12195121951219512",,"","","","","0.0","0.0","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","0.49033936858177185","0.49033936858177185",", Puzzle game, ",", Adventure, ",", Puzzle game, ",", Adventure, ","0.8226711551348368","0.8226711551348368","1001 crystal mazes collection","12-sai. koisuru diary","1001 crystal mazes collection","12-sai. koisuru diary","0.0","0.0","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","0.13793103448275867","0.13793103448275867","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","1001 Crystal Mazes Collection","12-Sai. Koisuru Diary","0.0","0.0","Nintendo DSi","Nintendo 3DS","Nintendo DSi","Nintendo 3DS","0.9666666388511658","0.9666666388511658",", Teyon, ",", Happinet, ",", Teyon, ",", Happinet, ","0.41666666666666663","0.41666666666666663",", teyon, ",", happinet, ",", teyon, ",", happinet, ","0.0","0.0","2010-05-03T00:00","2016-01-01T00:00","2010-05-03T00:00","2016-01-01T00:00","0.0","0.0","nintendo dsi","nintendo 3ds","nintendo dsi","nintendo 3ds","0.25","0.0"
"WekaMatchingRule","DBpedia_Video_Game_8523","Kaggle1_Video_Game_9469","0.12195121951219512","0","","","","","0.0","0.0","Diablo: Hellfire","Diablo II","Diablo: Hellfire","Diablo II","0.8430555462837219","0.8430555462837219",", Action role-playing game, , Hack and slash, ",", Role-Playing, ",", Action role-playing game, , Hack and slash, ",", Role-Playing, ","0.784285718202591","0.784285718202591","diablo: hellfire","diablo ii","diablo: hellfire","diablo ii","0.3333333333333333","0.0","Diablo: Hellfire","Diablo II","Diablo: Hellfire","Diablo II","0.5","0.5","Diablo: Hellfire","Diablo II","Diablo: Hellfire","Diablo II","0.3333333333333333","0.0","Microsoft Windows","PC","Microsoft Windows","PC","0.0","0.0",", Sierra Entertainment, ",", Havas Interactive, ",", Sierra Entertainment, ",", Havas Interactive, ","0.41666666666666663","0.41666666666666663",", sierra entertainment, ",", havas interactive, ",", sierra entertainment, ",", havas interactive, ","0.0","0.0","1997-11-24T00:00","2000-01-01T00:00","1997-11-24T00:00","2000-01-01T00:00","0.0","0.0","microsoft windows","pc","microsoft windows","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2141","Kaggle1_Video_Game_8881","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","187: Ride or Die","007 Legends","187: Ride or Die","0.4545454680919647","0.4545454680919647",", First-person shooter, , Interactive film, ",", Racing, ",", First-person shooter, , Interactive film, ",", Racing, ","0.7899999976158142","0.7899999976158142","007 legends","187: ride or die","007 legends","187: ride or die","0.0","0.0","007 Legends","187: Ride or Die","007 Legends","187: Ride or Die","0.25","0.25","007 Legends","187: Ride or Die","007 Legends","187: Ride or Die","0.0","0.0","PlayStation 3","PlayStation 2","PlayStation 3","PlayStation 2","0.9692307710647583","0.9692307710647583",", Activision, ",", Ubisoft, ",", Activision, ",", Ubisoft, ","0.4285714285714286","0.4285714285714286",", activision, ",", ubisoft, ",", activision, ",", ubisoft, ","0.0","0.0","2012-10-16T00:00","2005-01-01T00:00","2012-10-16T00:00","2005-01-01T00:00","0.0","0.0","playstation 3","playstation 2","playstation 3","playstation 2","0.3333333333333333","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2140","Kaggle1_Video_Game_14661","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.560606062412262","0.560606062412262",", First-person shooter, , Interactive film, ",", Action, ",", First-person shooter, , Interactive film, ",", Action, ","0.8105555534362793","0.8105555534362793","007 legends","007: quantum of solace","007 legends","007: quantum of solace","0.2","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2272727272727273","0.2272727272727273","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2","0.0","Microsoft Windows","PC","Microsoft Windows","PC","0.0","0.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2012-10-16T00:00","2008-01-01T00:00","2012-10-16T00:00","2008-01-01T00:00","0.0","0.0","microsoft windows","pc","microsoft windows","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_840","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","1080°: TenEighty Snowboarding","007 Legends","1080°: TenEighty Snowboarding","0.5285614728927612","0.5285614728927612",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","1080°: teneighty snowboarding","007 legends","1080°: teneighty snowboarding","0.0","0.0","007 Legends","1080°: TenEighty Snowboarding","007 Legends","1080°: TenEighty Snowboarding","0.24137931034482762","0.24137931034482762","007 Legends","1080°: TenEighty Snowboarding","007 Legends","1080°: TenEighty Snowboarding","0.0","0.0","Xbox 360","Nintendo 64","Xbox 360","Nintendo 64","0.47727271914482117","0.47727271914482117",", Activision, ",", Nintendo, ",", Activision, ",", Nintendo, ","0.3571428571428571","0.3571428571428571",", activision, ",", nintendo, ",", activision, ",", nintendo, ","0.0","0.0","2012-10-16T00:00","1998-01-01T00:00","2012-10-16T00:00","1998-01-01T00:00","0.0","0.0","xbox 360","nintendo 64","xbox 360","nintendo 64","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_1786","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.560606062412262","0.560606062412262",", First-person shooter, , Interactive film, ",", Action, ",", First-person shooter, , Interactive film, ",", Action, ","0.8105555534362793","0.8105555534362793","007 legends","007: quantum of solace","007 legends","007: quantum of solace","0.2","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2272727272727273","0.2272727272727273","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2","0.0","Xbox 360","PlayStation 3","Xbox 360","PlayStation 3","0.0","0.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2012-10-16T00:00","2008-01-01T00:00","2012-10-16T00:00","2008-01-01T00:00","0.0","0.0","xbox 360","playstation 3","xbox 360","playstation 3","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6732","Kaggle1_Video_Game_2991","0.12195121951219512",,"","","","","0.0","0.0","'Splosion Man",".hack//Mutation Part 2","'Splosion Man",".hack//Mutation Part 2","0.41142192482948303","0.41142192482948303",", Action game, , Platform game, ",", Role-Playing, ",", Action game, , Platform game, ",", Role-Playing, ","0.7882167875766755","0.7882167875766755","'splosion man",".hack//mutation part 2","'splosion man",".hack//mutation part 2","0.0","0.0","'Splosion Man",".hack//Mutation Part 2","'Splosion Man",".hack//Mutation Part 2","0.2272727272727273","0.2272727272727273","'Splosion Man",".hack//Mutation Part 2","'Splosion Man",".hack//Mutation Part 2","0.0","0.0","Xbox 360","PlayStation 2","Xbox 360","PlayStation 2","0.0","0.0",", Microsoft Games Studios, ",", Atari, ",", Microsoft Games Studios, ",", Atari, ","0.2592592592592593","0.2592592592592593",", microsoft games studios, ",", atari, ",", microsoft games studios, ",", atari, ","0.0","0.0","2009-07-22T00:00","2002-01-01T00:00","2009-07-22T00:00","2002-01-01T00:00","0.0","0.0","xbox 360","playstation 2","xbox 360","playstation 2","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22035","Kaggle1_Video_Game_10005","0.12195121951219512",,"","","","","0.0","0.0","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","0.4373873770236969","0.4373873770236969",", Snowboarding video game, ",", Racing, ",", Snowboarding video game, ",", Racing, ","0.8295088609059652","0.8295088609059652","1080° avalanche","18 wheels of steel: extreme trucker 2","1080° avalanche","18 wheels of steel: extreme trucker 2","0.0","0.0","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","0.1351351351351351","0.1351351351351351","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","1080° Avalanche","18 Wheels of Steel: Extreme Trucker 2","0.0","0.0","GameCube","PC","GameCube","PC","0.5416666865348816","0.5416666865348816",", Nintendo, ",", Rondomedia, ",", Nintendo, ",", Rondomedia, ","0.4285714285714286","0.4285714285714286",", nintendo, ",", rondomedia, ",", nintendo, ",", rondomedia, ","0.0","0.0","2003-11-28T00:00","2011-01-01T00:00","2003-11-28T00:00","2011-01-01T00:00","0.0","0.0","gamecube","pc","gamecube","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9363","Kaggle1_Video_Game_16710","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","15 Days","007: Quantum of Solace","15 Days","0.4588744640350342","0.4588744640350342",", First-person shooter, , Third-person shooter, ",", Adventure, ",", First-person shooter, , Third-person shooter, ",", Adventure, ","0.7525925874710083","0.7525925874710083","007: quantum of solace","15 days","007: quantum of solace","15 days","0.0","0.0","007: Quantum of Solace","15 Days","007: Quantum of Solace","15 Days","0.13636363636363635","0.13636363636363635","007: Quantum of Solace","15 Days","007: Quantum of Solace","15 Days","0.0","0.0","Nintendo DS","PC","Nintendo DS","PC","0.0","0.0",", Activision, ",", DTP Entertainment, ",", Activision, ",", DTP Entertainment, ","0.33333333333333337","0.33333333333333337",", activision, ",", dtp entertainment, ",", activision, ",", dtp entertainment, ","0.0","0.0","2008-10-31T00:00","2009-01-01T00:00","2008-10-31T00:00","2009-01-01T00:00","0.5","0.5","nintendo ds","pc","nintendo ds","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22915","Kaggle1_Video_Game_8881","0.12195121951219512",,"","","","","0.0","0.0","1-2-Switch","187: Ride or Die","1-2-Switch","187: Ride or Die","0.4416666626930237","0.4416666626930237",", Party game, ",", Racing, ",", Party game, ",", Racing, ","0.8370370467503866","0.8370370467503866","1-2-switch","187: ride or die","1-2-switch","187: ride or die","0.0","0.0","1-2-Switch","187: Ride or Die","1-2-Switch","187: Ride or Die","0.125","0.125","1-2-Switch","187: Ride or Die","1-2-Switch","187: Ride or Die","0.0","0.0","Nintendo Switch","PlayStation 2","Nintendo Switch","PlayStation 2","0.5017094016075134","0.5017094016075134",", Nintendo, ",", Ubisoft, ",", Nintendo, ",", Ubisoft, ","0.33333333333333337","0.33333333333333337",", nintendo, ",", ubisoft, ",", nintendo, ",", ubisoft, ","0.0","0.0","2017-03-03T00:00","2005-01-01T00:00","2017-03-03T00:00","2005-01-01T00:00","0.0","0.0","nintendo switch","playstation 2","nintendo switch","playstation 2","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_11722","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.44528618454933167","0.44528618454933167",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","10 minute solution","007 legends","10 minute solution","0.0","0.0","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.11111111111111116","0.11111111111111116","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.0","0.0","Xbox 360","Wii","Xbox 360","Wii","0.0","0.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2012-10-16T00:00","2010-01-01T00:00","2012-10-16T00:00","2010-01-01T00:00","0.0","0.0","xbox 360","wii","xbox 360","wii","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9362","Kaggle1_Video_Game_14138","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","100 Classic Games","007: Quantum of Solace","100 Classic Games","0.6091305017471313","0.6091305017471313",", First-person shooter, , Third-person shooter, ",", Misc, ",", First-person shooter, , Third-person shooter, ",", Misc, ","0.8133333444595336","0.8133333444595336","007: quantum of solace","100 classic games","007: quantum of solace","100 classic games","0.0","0.0","007: Quantum of Solace","100 Classic Games","007: Quantum of Solace","100 Classic Games","0.2272727272727273","0.2272727272727273","007: Quantum of Solace","100 Classic Games","007: Quantum of Solace","100 Classic Games","0.0","0.0","Microsoft Windows","Nintendo DS","Microsoft Windows","Nintendo DS","0.49390968680381775","0.49390968680381775",", Activision, ",", Rondomedia, ",", Activision, ",", Rondomedia, ","0.2857142857142857","0.2857142857142857",", activision, ",", rondomedia, ",", activision, ",", rondomedia, ","0.0","0.0","2008-10-31T00:00","2011-01-01T00:00","2008-10-31T00:00","2011-01-01T00:00","0.0","0.0","microsoft windows","nintendo ds","microsoft windows","nintendo ds","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6036","Kaggle1_Video_Game_4129",,"1","","","","","0.0","0.0","Fantavision (video game)","Fantavision","Fantavision (video game)","Fantavision","0.8916666507720947","0.8916666507720947",", Puzzle game, ",", Puzzle, ",", Puzzle game, ",", Puzzle, ","0.9696969787279764","0.9696969787279764","fantavision (video game)","fantavision","fantavision (video game)","fantavision","0.3333333333333333","0.0","Fantavision (video game)","Fantavision","Fantavision (video game)","Fantavision","0.45833333333333337","0.45833333333333337","Fantavision (video game)","Fantavision","Fantavision (video game)","Fantavision","0.3333333333333333","0.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Sony Interactive Entertainment, ",", Sony Computer Entertainment, ",", Sony Interactive Entertainment, ",", Sony Computer Entertainment, ","0.7058823529411764","0.7058823529411764",", sony interactive entertainment, ",", sony computer entertainment, ",", sony interactive entertainment, ",", sony computer entertainment, ","0.5","0.0","2000-03-09T00:00","2000-01-01T00:00","2000-03-09T00:00","2000-01-01T00:00","1.0","1.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_9366","Kaggle1_Video_Game_15291","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.4627705514431","0.4627705514431",", First-person shooter, , Third-person shooter, ",", Racing, ",", First-person shooter, , Third-person shooter, ",", Racing, ","0.7911111116409302","0.7911111116409302","007: quantum of solace","18 wheels of steel: extreme trucker","007: quantum of solace","18 wheels of steel: extreme trucker","0.1111111111111111","0.0","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.17142857142857137","0.17142857142857137","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.1111111111111111","0.0","Wii","PC","Wii","PC","0.0","0.0",", Activision, ",", Rondomedia, ",", Activision, ",", Rondomedia, ","0.2857142857142857","0.2857142857142857",", activision, ",", rondomedia, ",", activision, ",", rondomedia, ","0.0","0.0","2008-10-31T00:00","2009-01-01T00:00","2008-10-31T00:00","2009-01-01T00:00","0.5","0.5","wii","pc","wii","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9367","Kaggle1_Video_Game_11070","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","0.4640592038631439","0.4640592038631439",", First-person shooter, , Third-person shooter, ",", Platform, ",", First-person shooter, , Third-person shooter, ",", Platform, ","0.725","0.725","007: quantum of solace","2-in-1 game pack: spider-man & spider-man 2","007: quantum of solace","2-in-1 game pack: spider-man & spider-man 2","0.0","0.0","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","0.13953488372093026","0.13953488372093026","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","007: Quantum of Solace","2-in-1 Game Pack: Spider-Man & Spider-Man 2","0.0","0.0","Xbox 360","Game Boy Advance","Xbox 360","Game Boy Advance","0.2916666567325592","0.2916666567325592",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2008-10-31T00:00","2005-01-01T00:00","2008-10-31T00:00","2005-01-01T00:00","0.0","0.0","xbox 360","game boy advance","xbox 360","game boy advance","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2142","Kaggle1_Video_Game_11722","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.44528618454933167","0.44528618454933167",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","10 minute solution","007 legends","10 minute solution","0.0","0.0","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.11111111111111116","0.11111111111111116","007 Legends","10 Minute Solution","007 Legends","10 Minute Solution","0.0","0.0","Wii U","Wii","Wii U","Wii","0.9066666960716248","0.9066666960716248",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2012-10-16T00:00","2010-01-01T00:00","2012-10-16T00:00","2010-01-01T00:00","0.0","0.0","wii u","wii","wii u","wii","0.5","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22035","Kaggle1_Video_Game_1635","0.12195121951219512",,"","","","","0.0","0.0","1080° Avalanche","2010 FIFA World Cup South Africa","1080° Avalanche","2010 FIFA World Cup South Africa","0.5141865015029907","0.5141865015029907",", Snowboarding video game, ",", Sports, ",", Snowboarding video game, ",", Sports, ","0.84782608350118","0.84782608350118","1080° avalanche","2010 fifa world cup south africa","1080° avalanche","2010 fifa world cup south africa","0.0","0.0","1080° Avalanche","2010 FIFA World Cup South Africa","1080° Avalanche","2010 FIFA World Cup South Africa","0.1875","0.1875","1080° Avalanche","2010 FIFA World Cup South Africa","1080° Avalanche","2010 FIFA World Cup South Africa","0.0","0.0","GameCube","PlayStation 3","GameCube","PlayStation 3","0.4006410241127014","0.4006410241127014",", Nintendo, ",", Electronic Arts, ",", Nintendo, ",", Electronic Arts, ","0.3157894736842105","0.3157894736842105",", nintendo, ",", electronic arts, ",", nintendo, ",", electronic arts, ","0.0","0.0","2003-11-28T00:00","2010-01-01T00:00","2003-11-28T00:00","2010-01-01T00:00","0.0","0.0","gamecube","playstation 3","gamecube","playstation 3","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6732","Kaggle1_Video_Game_12285","0.12195121951219512",,"","","","","0.0","0.0","'Splosion Man","187: Ride or Die","'Splosion Man","187: Ride or Die","0.36164531111717224","0.36164531111717224",", Action game, , Platform game, ",", Racing, ",", Action game, , Platform game, ",", Racing, ","0.8344988286495209","0.8344988286495209","'splosion man","187: ride or die","'splosion man","187: ride or die","0.0","0.0","'Splosion Man","187: Ride or Die","'Splosion Man","187: Ride or Die","0.1875","0.1875","'Splosion Man","187: Ride or Die","'Splosion Man","187: Ride or Die","0.0","0.0","Xbox 360","Xbox (console)","Xbox 360","Xbox (console)","0.6607142686843872","0.6607142686843872",", Microsoft Games Studios, ",", Ubisoft, ",", Microsoft Games Studios, ",", Ubisoft, ","0.2962962962962963","0.2962962962962963",", microsoft games studios, ",", ubisoft, ",", microsoft games studios, ",", ubisoft, ","0.0","0.0","2009-07-22T00:00","2005-01-01T00:00","2009-07-22T00:00","2005-01-01T00:00","0.0","0.0","xbox 360","xbox (console)","xbox 360","xbox (console)","0.3333333333333333","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2141","Kaggle1_Video_Game_4212","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","2010 FIFA World Cup South Africa","007 Legends","2010 FIFA World Cup South Africa","0.4962121248245239","0.4962121248245239",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","2010 fifa world cup south africa","007 legends","2010 fifa world cup south africa","0.0","0.0","007 Legends","2010 FIFA World Cup South Africa","007 Legends","2010 FIFA World Cup South Africa","0.15625","0.15625","007 Legends","2010 FIFA World Cup South Africa","007 Legends","2010 FIFA World Cup South Africa","0.0","0.0","PlayStation 3","PlayStation Portable","PlayStation 3","PlayStation Portable","0.9046154022216797","0.9046154022216797",", Activision, ",", Electronic Arts, ",", Activision, ",", Electronic Arts, ","0.368421052631579","0.368421052631579",", activision, ",", electronic arts, ",", activision, ",", electronic arts, ","0.0","0.0","2012-10-16T00:00","2010-01-01T00:00","2012-10-16T00:00","2010-01-01T00:00","0.0","0.0","playstation 3","playstation portable","playstation 3","playstation portable","0.3333333333333333","0.0"
"WekaMatchingRule","DBpedia_Video_Game_12988","Kaggle1_Video_Game_15659","0.12195121951219512",,"","","","","0.0","0.0","1001 Crystal Mazes Collection","11eyes: CrossOver","1001 Crystal Mazes Collection","11eyes: CrossOver","0.5542442798614502","0.5542442798614502",", Puzzle game, ",", Adventure, ",", Puzzle game, ",", Adventure, ","0.8226711551348368","0.8226711551348368","1001 crystal mazes collection","11eyes: crossover","1001 crystal mazes collection","11eyes: crossover","0.0","0.0","1001 Crystal Mazes Collection","11eyes: CrossOver","1001 Crystal Mazes Collection","11eyes: CrossOver","0.24137931034482762","0.24137931034482762","1001 Crystal Mazes Collection","11eyes: CrossOver","1001 Crystal Mazes Collection","11eyes: CrossOver","0.0","0.0","Nintendo DSi","PlayStation Portable","Nintendo DSi","PlayStation Portable","0.4611110985279083","0.4611110985279083",", Teyon, ",", 5pb, ",", Teyon, ",", 5pb, ","0.4444444444444444","0.4444444444444444",", teyon, ",", 5pb, ",", teyon, ",", 5pb, ","0.0","0.0","2010-05-03T00:00","2010-01-01T00:00","2010-05-03T00:00","2010-01-01T00:00","1.0","1.0","nintendo dsi","playstation portable","nintendo dsi","playstation portable","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2141","Kaggle1_Video_Game_3121","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.560606062412262","0.560606062412262",", First-person shooter, , Interactive film, ",", Action, ",", First-person shooter, , Interactive film, ",", Action, ","0.8105555534362793","0.8105555534362793","007 legends","007: quantum of solace","007 legends","007: quantum of solace","0.2","0.0","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2272727272727273","0.2272727272727273","007 Legends","007: Quantum of Solace","007 Legends","007: Quantum of Solace","0.2","0.0","PlayStation 3","Wii","PlayStation 3","Wii","0.0","0.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2012-10-16T00:00","2008-01-01T00:00","2012-10-16T00:00","2008-01-01T00:00","0.0","0.0","playstation 3","wii","playstation 3","wii","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22915","Kaggle1_Video_Game_16224","0.12195121951219512",,"","","","","0.0","0.0","1-2-Switch","1/2 Summer +","1-2-Switch","1/2 Summer +","0.5166666507720947","0.5166666507720947",", Party game, ",", Adventure, ",", Party game, ",", Adventure, ","0.8246913552284241","0.8246913552284241","1-2-switch","1/2 summer +","1-2-switch","1/2 summer +","0.5","0.0","1-2-Switch","1/2 Summer +","1-2-Switch","1/2 Summer +","0.25","0.25","1-2-Switch","1/2 Summer +","1-2-Switch","1/2 Summer +","0.5","0.0","Nintendo Switch","PlayStation Portable","Nintendo Switch","PlayStation Portable","0.46269840002059937","0.46269840002059937",", Nintendo, ",", Kaga Create, ",", Nintendo, ",", Kaga Create, ","0.33333333333333337","0.33333333333333337",", nintendo, ",", kaga create, ",", nintendo, ",", kaga create, ","0.0","0.0","2017-03-03T00:00","2013-01-01T00:00","2017-03-03T00:00","2013-01-01T00:00","0.0","0.0","nintendo switch","playstation portable","nintendo switch","playstation portable","0.0","0.0"
